title,summary,category
"EKPSS tercihleri ne zaman, başladı mı? (2024 ÖSYM EKPSS tercih tarihleri)","(Bir meslek veya sanat okulunu bitirenler en az 15 yaşını doldurmuş olmak ve Türk Medeni Kanununun 12'nci maddesine göre kazai rüşt kararı almak şartıyla Devlet memurluklarına atanabilirler.) 4) Türk Ceza Kanununun 53 üncü maddesinde belirtilen süreler geçmiş olsa bile; kasten işlenen bir suçtan dolayı bir yıl veya daha fazla süreyle hapis cezasına ya da affa uğramış olsa bile devletin güvenliğine karşı suçlar, Anayasal düzene ve bu düzenin işleyişine karşı suçlar, zimmet, irtikâp, rüşvet, hırsızlık, dolandırıcılık, sahtecilik, güveni kötüye kullanma, hileli iflas, ihaleye fesat karıştırma, edimin ifasına fesat karıştırma, suçtan kaynaklanan malvarlığı değerlerini aklama veya kaçakçılık suçlarından mahkûm olmamak.",Eğitim
"Bursluluk sınavı ne zaman? 2025 MEB İOKBS başvuruları başladı mı, ne zaman başlayacak?","İOKBS, 27 Nisan 2025 tarihinde tüm sınav merkezlerinde Türkiye saati ile 10.00'da merkezî sistemle aynı anda başlatılıp tek oturum şeklinde düzenlenecek. Ailenin bir önceki mali yıla ait yıllık gelir toplamından fert başına düşen net miktarın, içinde bulunulan mali yılın Merkezi Yönetim Bütçe Kanunu'nda belirtilen MEB okul pansiyon ücretinin en azının 4 katını geçmemesi kaydıyla maddi imkanlardan yoksun bulunmak.",Eğitim
MEB tarih verdi: Uzman öğretmen ve başöğretmen ünvan başvurusu ne zaman?,"Uzman öğretmen ve başöğretmen ünvanı için eğitim programlarına başvurular, 25 Aralık 2024-1 Ocak 2025 tarihleri arasında ""https://mebbis.meb.gov.tr"" adresi üzerinden yapılacak. Uzman öğretmen ve başöğretmen ünvanı verilenler, sertifikalarının düzenlendiği tarihten itibaren öngörülen eğitim öğretim tazminatından yararlanacak.",Eğitim
Öğretmenlerin il içi ve iller arası mazerete bağlı yer değiştirme başvuruları ne zaman?,"Bakanlık kadrolarında görev yapan öğretmenlerden aile birliği, sağlık, can güvenliği, engellilik durumu ve diğer nedenlerden birine bağlı olarak mazereti bulunanların il içi ve iller arası yer değiştirme işlemlerine ilişkin duyuru yayımlandı. Ön başvurusu onaylananlar, ikinci aşamada 10-14 Ocak 2025 arasında Milli Eğitim Bakanlığı Bilişim Sistemleri (MEBBİS) üzerinden kurum tercihinde bulunabilecek.",Eğitim
Güz dönemi final sınav tarihleri: AÖF finalleri ne zaman?,"Anadolu Üniversitesi Açıköğretim Fakültesi (AÖF) güz dönemi final sınav tarihleri öğrencilerin gündemine yer almaya devam ediyor. Gelecek ocak ayı içinde yapılacak sınavın oturum tarihleri, binlerce açıköğretim lisans ve önlisans öğrencisinin gündeminde yer alıyor.",Eğitim
Tarih belli oldu: Ulusal Staj Programı başvuruları ne zaman bitecek?,"BELGELERİN İNCELENMESİ   Adayların başvuru yaparken sisteme yüklediği belgeler, ""FARUK"" adı verilen yapay zeka teknolojisiyle kontrol edilerek olası hatalar tespit ediliyor. Yanlış veya eksik yüklenen belgelerle ilgili bilgilendirme e-postası aracılığıyla gençlere rehberlik eden FARUK, gelecekte benzer hataların önlenmesi adına bilinçlendirme sağlamayı amaçlıyor.",Eğitim
Adalet Bakanlığı Sınavları sonuç tarihi: Hakimlik ve savcılık sınavı sonuçları ne zaman açıklanacak?,"Binlerce adayın katılım sağladığı hakim ve savcı yardımcısı adayı sınav sonuçları için ocak ayı işaret edildi. Peki, Adalet Bakanlığı hakimlik ve savcılık sınavı sonuçları ne zaman açıklanacak?",Eğitim
2024 YLSY Yurt Dışı Lisansüstü Eğitim Burs başvurusu nasıl yapılır? (2024 YLSY Başvuru ve Tercih Kılavuzu),Yükseköğretim kurumları ile diğer kamu kurum ve kuruluşlarının ihtiyaç duyduğu nitelikli insan gücünü yetiştirmek üzere 1416 sayılı Ecnebi Memleketlere Gönderilecek Talebe Hakkında Kanuna dayalı olarak Bakanlığımızca verilen burs ile (YLSY Burs Programı) lisansüstü öğrenim görmek amacıyla yurt dışına öğrenci gönderilecek. Bu doğrultuda 2024 YLSY Burs Programı kapsamında resmî burslu statüde yüksek lisans ve/veya doktora öğrenimi görmek üzere yurt dışına 668 öğrenci gönderilece.,Eğitim
AÖL sınav sonuçları ne zaman açıklanacak? AÖL 1.dönem sınav sonuç tarihi belli oldu,"Belirlenen takvime göre, AÖL 1.dönem sınav sonuçları ocak ayında ilan edilecek. Puan hesaplaması, puanın en yakın tam sayıya matematiksel olarak yuvarlanmasıyla yapılacak.Değerlendirme sırasında Merkez Sınav Kurulu kararı veya yargı mercileri tarafından iptaline karar verilen soru/sorular değerlendirme dışı bırakılarak geçerli soru/soruların puan değerinin yeniden saptanması suretiyle puanlama yapılacak.Cevap anahtarında hata olması ve bu hususun Merkez Sınav Kurulu kararı ile belirlenmesi sonucunda, soru/sorular iptal edilmeyecek, soru/soruların doğru seçenekleri dikkate alınmak suretiyle değerlendirmeye bu soru/sorular dâhil edilecek.",Eğitim
"Milli Eğitim Bakanlığı 50 uzman yardımcısı alacak: MEB uzman yardımcısı alımı başvuruları ne zaman, başvuru şartları neler?","Adaylar, başvurularını 27-31 Ocak 2025 tarihleri arasında Cumhurbaşkanlığı İnsan Kaynakları Ofisi Kariyer Kapısı İşe Alım Platformu üzerinden çevrimiçi olarak gerçekleştirebilecek. Başvuru sürecinin ardından, sözlü sınava girmeye hak kazanan adayların isim listesi, 11 Şubat 2025 tarihinde Milli Eğitim Bakanlığının resmi web sitelerinde (www.meb.gov.tr ve personel.meb.gov.tr) yayımlanacak.",Eğitim
İBB burs başvuru sonuçları ne zaman açıklanacak? (2024 İBB Genç Üniversiteli Eğitim Desteği),"Geçtiğimiz yıl İBB burs başvuruları 4 Kasım'da sona ermiş, sonuçlar ise 19 Aralık 2023 tarihinde ilan edilmişti.Bu yıl da benzer şekilde İBB burs başvuru sonuçlarının aralık ayının son haftasında ilan edilmesi bekleniyor. 2024- 2025 dönemi burs başvuru sonuçları, ""https://gencuniversiteli.ibb.istanbul/"" adresi üzerinden sorgulanabilecek.Ayrıca adaylar SMS ile bilgilendirilecek.",Eğitim
"Açık lise (AÖL) soru ve cevapları 2024: AÖL soru ve cevapları yayımlandı mı, ne zaman yayımlanacak?","Açıköğretim Lisesi (AÖL) soru ve cevaplarının ne zaman yayımlanacağı, 21-22 Aralık tarihlerinde yapılan sınavlara katılım sağlayan öğrencilerin gündeminde yer almaya başladı. Lise eğitimlerini, Milli Eğitim Bakanlığı'na (MEB) bağlı Açıköğretim Lisesi'nde sürdüren öğrenciler, gözlerini sınavların tamamlanmasının ardından soru ve cevaplara çevirecek.",Eğitim
1. dönem ne zaman bitiyor? 15 tatile kaç gün kaldı?,"Aralık ayı ile birlikte beklentileri artan öğrenciler, yaptıkları araştırmalarla MEB'in açıkladığı 15 tatil tarihini sorguluyor. 2024-2025 eğitim öğretim yılının birinci döneminin ne zaman biteceği okul öncesi, ilkokul, ortaokul ve liselerde okuyan pek çok öğrencinin merak ettiği konular arasında yer alıyor.",Eğitim
2025 MSÜ başvurusu ne zaman? MSÜ sınav ve başvuru tarihi,"Milli Savunma Üniversitesi (MSÜ) Askeri Öğrenci Aday Belirleme Sınavı için başvuru süreci bekleniyor. Söz konusu sınav için çalışmaya başlayan adaylar, sınavın organize edileceği tarihi sorguluyor.",Eğitim
ÖSYM tarih verdi: KPSS-2024/2 merkezi atama başvuruları ne zaman bitecek?,"İşte, KPSS-2024/2 merkezi atama başvuruları hakkında son bilgiler... Tercih işlemleri, KPSS-2024/2 Tercih Kılavuzu kurallarına göre ÖSYM'nin ""https://ais.osym.gov.tr"" adresinden vatandaşlık numarası ve aday şifresi kullanılarak bireysel olarak yapılabilecek. ÖSYM tarafından ilan edilen takvimle kamu kurumlarındaki boş pozisyonlara memur olmak isteyen adayların ataması yapılacak.19 Aralık tarihinde başlayan tercih işlemleri, 26 Aralık'ta saat 23.59'da sona erecek.",Eğitim
2025 DGS sınav ve başvuru takvimi: DGS başvurusu ne zaman?,"Söz konusu sınava katılım sağlayacak binlerce aday, ÖSYM'nin açıkladığı tarihleri öğrenmek istiyor. Üniversite eğitimlerini iki yıldan dört yıla uzatma şansını sağlayan DGS başvuruları gelecek yıl mayıs ayında başlayacak.",Eğitim
Uzman ve başöğretmenlik ünvanı alma şartları neler?,Milli Eğitim Bakanlığınca (MEB) Öğretmenlik Mesleği Kanunu kapsamında hazırlanan yeni yönetmelik uyarınca 2025 yılının ilk uygulamasında 300 bini aşkın öğretmen sınava girmeden uzman ya da başöğretmenlik ünvanı alabilecek. SINAV ŞARTI KALDIRILDI   Yeni düzenlemeyle ayrıca kariyer süreci için sınav ve mesleki çalışma yapma şartları da kaldırılmış oldu.,Eğitim
"Suriye'nin yeni Dışişleri Bakanı Eş-Şiybani, Türkiye'de yüksek lisans ve doktora yaptı","TÜRKİYE'DE EĞİTİM GÖRMÜŞ İSİMLER YÖNETİMDE   Suriye'de yeni yönetim şekillenirken, dışişleri bakanı olarak atanan Esaad Hasan Eş-Şiybani'nin Türkiye'de Sabahattin Zaim Üniversitesi'nden 2022 yılında siyaset bilimi ve dış ilişkiler alanında yüksek lisans derecesi ve 2024 yılında aynı uzmanlık alanında doktora derecesi aldığı belirtildi. Suriye geçici hükümetinden yapılan açıklamada, Esad rejimini deviren muhaliflerin üst düzey komutanı Murhaf Ebu Kasra'nın savunma bakanı olarak atandığı bildirildi.",Eğitim
BİLSEM ön değerlendirme sınavları başladı: BİLSEM ön değerlendirme sonuçları ne zaman açıklanacak?,BİLSEM ön değerlendirme sürecinin başlaması ardından gözler sonuç tarihine çevrildi. BİLSEM BİREYSEL DEĞERLENDİRME TAKVİMİ   Bireysel değerlendirme uygulama randevuları 10-21 Mart 2025 tarihlerinde oluşturulacak.,Eğitim
AÖL sınav sonuçları ne zaman açıklanacak? MEB AÖL 1.dönem sınav sonuçları için tarih verdi,"Açık Öğretim Lisesi (AÖL) öğrencilerinin katılım sağlayacağı 1. dönem sınavları 21-22 Aralık 2024 tarihinde gerçekleşecek. Puan hesaplaması, puanın en yakın tam sayıya matematiksel olarak yuvarlanmasıyla yapılacak.Değerlendirme sırasında Merkez Sınav Kurulu kararı veya yargı mercileri tarafından iptaline karar verilen soru/sorular değerlendirme dışı bırakılarak geçerli soru/soruların puan değerinin yeniden saptanması suretiyle puanlama yapılacak.Cevap anahtarında hata olması ve bu hususun Merkez Sınav Kurulu kararı ile belirlenmesi sonucunda, soru/sorular iptal edilmeyecek, soru/soruların doğru seçenekleri dikkate alınmak suretiyle değerlendirmeye bu soru/sorular dâhil edilecek.",Eğitim
AÖL 1.dönem sınav soruları ve cevapları ne zaman yayımlanır? (AÖL soruları ve cevapları görüntüleme ekranı),Sınav süreci devam ederken gözler AÖL soruları ve cevapları görüntüleme ekranına çevrildi. Milli Eğitim Bakanlığı'na bağlı Açık Öğretim Lisesi'ne kayıtlı öğrencilerin eğitimlerini tamamlamaları için girdiği AÖL sınavı oturumlarının ayrıntıları belli oldu.,Eğitim
Yurt Dışı Lisansüstü Eğitim Burs Başvuruları: 2024 YLSY başvuruları ne zaman?,"Milli Eğitim Bakanlığınca (MEB), Türkiye'nin nitelikli insan kaynağı ihtiyacını karşılamak amacıyla 668 öğrenci, resmi burslu statüde lisansüstü öğrenim görmek üzere yurt dışına gönderilecek. Adaylar, başvurularını 23-31 Aralık tarihleri arasında Milli Eğitim Bakanlığının Resmi Burslu Öğrenci Sistemine (REBUS) ait ""rebus.meb.gov.tr"" internet adresinden yapabilecek.",Eğitim
Beşiktaş'ın Sivasspor maçı kamp kadrosu açıklandı: 5 eksik,"Ziraat Türkiye Kupası D Grubu'nun ilk haftasında yarın Net Global Sivasspor'a konuk olacak Beşiktaş'ın kamp kadrosu açıklandı. Beşiktaş'ın kamp kadrosunda bulunan futbolcular şöyle:   Mert Günok, Ersin Destanoğlu, Göktuğ Baytekin, Jonas Svensson, Onur Bulut, Milot Rashica, Salih Uçan, Semih Kılıçsoy, Felix Uduokhai, Alex Oxlade-Chamberlain, Ciro Immobile, Joao Mario, Yakup Arda Kılıç, Bakhtiyor Zaynutdinov, Ernest Muçi, Arthur Masuaku, Rafa Silva, Emirhan Topçu, Jean Onana, Cher Ndour, Can Keleş, Gedson Fernandes, Mustafa Hekimoğlu",Spor
"Sahadaki kayıplar borsaya yansıdı, dünya devleri hayal kırıklığı yaşattı","Onu bu sezon beklentileri boşa çıkaran Borussia Dortmund yüzde 11,7 kayıpla takip etti.Dortmund, Alman Bundesliga'da altıncı sırada bulunuyor. Portekiz Süper Ligi'nden Sporting Lizbon ve Porto'nun hisseleri de değer kaybetti.",Spor
Çapraz bağları kopan ve spora ara vermek zorunda kalan milli voleybolcu İlkin Aydın: Zorbalık yaşadım,"Çapraz bağları kopan ve iki kez üst üste ameliyat olan 25 yaşındaki sporcu motivasyon kaynağını, ""Bir şeyleri kabul etmek aslında. Ön çaprazım koptuktan sonra benim düşündüğüm şey 'Ben nasıl döneceğim' değil, 'Evet bu sporun içinde var, devam edeceğim' oldu.",Spor
Fenerbahçe Yönetim Kurulu toplandı: Türkiye Kupası için masadaki ihtimaller,"Son olarak Süper Lig'de Hatayspor'u 2-1 mağlup eden Fenerbahçe'de yönetim, acil durum toplantısı yapma kararı aldı. Başkan Ali Koç katılmama konusunda kesin kararlı ancak yönetimden bazı isimlerin katılım yönünde de görüşleri var.",Spor
Fenerbahçe'de Maximin ayrılıyor mu? İddialara yanıt,Fenerbahçe'de Allan Saint-Maximin'in transfer döneminde takımdan ayrılacağı iddiaları futbolcuya yakın bir kaynak tarafından yalanlandı. Ayrılık iddiaları ortaya atılan 27 yaşındaki futbolcuya yakın bir kaynak bu söylentileri yalanladı.,Spor
Türkiye Kupası'nın grup aşamasında ilk haftanın hakemleri belli oldu,"Ziraat Türkiye Kupası'nın grup aşamasında 1. hafta, 4 grupta 7, 8 ve 9 Ocak tarihlerinde oynanacak maçlarla başlayacak. Ziraat Türkiye Kupası'nın grup aşamasında 1. hafta maçlarını yönetecek hakemler şu şekilde:   Yarın Ankaragücü - İskenderunspor: İlker Yasin Avcı Fatih Karagümrük - Çaykur Rizespor: Reşat Onur Coşkunses Sivasspor - Beşiktaş: Halil Umut Meler Antalyaspor - Kocaelispor: Raşit Yorgancılar  Çarşamba Kırklarelispor - Bodrum FK: Yiğit Arslan Eyüpspor - Boluspor: Erdem Mertoğlu Trabzonspor - Alanyaspor: Atilla Karaoğlan Galatasaray - Başakşehir: Ali Şanaslan  Perşembe Erzurumspor - Göztepe: Yunus Dursun Çorum FK - Konyaspor: Ömer Tolga Güldibi Gaziantep FK - İstanbulspor: Adnan Deniz Kayatepe Kasımpaşa - Fenerbahçe: Kadir Sağlam",Spor
"Süper Lig'de 18. hafta sonrası gol krallığında son durum: Immobile, Dzeko, Banza ve Icardi'nin kaç golü var?","Yıldız futbolcuların zirve yarışında heyecan devam ederken zirvedeki sürpriz isim yerini korudu. Başakşehir'in forveti Piatek, haftayı gol krallığı yarışında zirvede kapattı.",Spor
Galatasaray ve Fenerbahçe'nin Kevin Danso yarışı,Ara transferde stoper transferi hedefleyen Fenerbahçe'nin sona yaklaştığı Kevin Danso için Galatasaray devreye girdi. Jose Mourinho'nun istediği ve Fenerbahçe'nin 15 milyon euro'yu gözden çıkardığı Avusturyalı stoperin bonservis pazarlıklarında farkın azaldığı vurgulandı.HT Spor'da yer alan bilgiye göre ise Kevin Danso ile Galatasaray'ın da ilgilendi aktarıldı.,Spor
Trabzonspor'dan Cumhurbaşkanı Erdoğan'a teşekkür,"Doğan, kulübün internet sitesinde yer alan açıklamasında, ""Cumhurbaşkanımız Sayın Recep Tayyip Erdoğan'a kulübümüze ve şehrimize yönelik kıymetli destekleri için en içten teşekkürlerimizi sunuyoruz."" ""BÜYÜK PROJELERİ HIZLICA HAYATA GEÇİRMEMİZİ SAĞLAYACAK""   Trabzonspor Kulübünün gelecek yıllara damga vuracak projelerinden biri için Akyazı'da yer alan 177 bin metrekarelik arazinin kulüplerine tahsis edilmesinin kendilerini mutlu yarınlara çok daha güçlü taşıyacağını belirten Doğan, ""Ayrıca Trabzonspor Şenol Güneş Spor Kompleksi Papara Park bünyesindeki ticari ünite ve bölümlerin kulübümüze tahsis edilmesi de gelir getirici büyük projeleri hızlıca hayata geçirmemizi sağlayacak.""",Spor
"CEV Şampiyonlar Ligi: Fenerbahçe, Grot Budowlani karşısında","Fenerbahçe Medicana, CEV Şampiyonlar Ligi'nde yarın Grot Budowlani ile karşılaşacak Fenerbahçe Medicana Kadın Voleybol Takımı , CEV Şampiyonlar Ligi D Grubu beşinci maçında yarın Polonya ekibi Grot Budowlani'ye konuk olacak. Karşılaşmayı Hollandalı Marco van Zanten ile Ukraynalı Mykhaylo Medvid hakem ikilisi yönetecek.",Spor
Basketbolda Avrupa kupalarında Türk takımlarının maç programı: 14 karşılaşmaya çıkacaklar,"Avrupa kupalarında 2024-2025 sezonunda Türkiye'yi temsil eden takımlardan erkeklerde 10, kadınlarda ise 4 takım yoluna devam ediyor. Şampiyonlar Ligi'nde Aliağa Petkim'in İsrail temsilcisi Hapoel Netandel Holon ile oynayacağı play-in etabı ilk maçı yarın İzmir yerine FIBA'nın kararıyla Azerbaycan'ın başkenti Bakü'de oynanacak.",Spor
Stada sandviç içinde meşale sokmaya çalışan taraftarlar yakalandı,"Samsunspor-Trabzonspor maçı öncesi bordo-mavili taraftarlar sandviç içine meşale ve torpil gibi yasaklı madde sokmaya çalışırken yakalandı. 9 Mayıs Stadyumu’nda oynanan  Samsunspor-Trabzonspor  maçı öncesi ve esnasında vücudunun çeşitli bölgelerinde, kıyafetlerinde, yanlarında taşıdıkları çanta, yiyecek ve içecek içlerinde stada meşale, torpil gibi yasaklı madde sokmak isteyenler taraftarlar yakalandı.",Spor
Türkiye Kupası'nın grup aşamasında ilk hafta maçları başlıyor: İlk hafta programı,"Ziraat Türkiye Kupası'nın grup aşamasında ilk hafta maçları yarın başlayacak. Türkiye Futbol Federasyonundan yapılan açıklamaya göre, 4 grupta 7, 8 ve 9 Ocak tarihlerinde oynanacak müsabakaların programı şöyle:   Yarın:   A Grubu 13.00 MKE Ankaragücü-İskenderunspor (Eryaman) 15.30 Solwie Energy Fatih Karagümrük-Çaykur Rizespor (Atatürk Olimpiyat) D Grubu 19.00 Net Global Sivasspor-Beşiktaş (BG Grup 4 Eylül) 21.00 Onvo Antalyaspor-Kocaelispor (Corendon Airlines Park Antalya)   8 Ocak Çarşamba   D Grubu 13.00 Kırklarelispor-Sipay Bodrum FK (Kırklareli Atatürk) C Grubu 15.30 ikas Eyüpspor-Boluspor (Recep Tayyip Erdoğan) 20.30 Galatasaray-RAMS Başakşehir (RAMS Park) A Grubu 18.00 Trabzonspor-Corendon Alanyaspor (Papara Park)   9 Ocak Perşembe:   B Grubu 13.00 Erzurumspor FK-Göztepe (Erzurum Kazım Karabekir) 18.00 Gaziantep FK-Uğur Okulları İstanbulspor (Gaziantep) 20.30 Kasımpaşa-Fenerbahçe (Recep Tayyip Erdoğan)  C Grubu 15.30 Ahlatcı Çorum FK-TÜMOSAN Konyaspor (Çorum Şehir)",Spor
Beşiktaş'ta Sergen Yalçın teklifi reddetti rota değişti: Hedefte üç teknik direktör var,"Siyah-beyazlılara 2020-21'de son şampiyonluğunu kazandıran 52 yaşındaki çalıştırıcı kardeşi Gürsoy Yalçın'ın sağlık sorunları nedeniyle çalışmak istemediğini ve bir süre ailesi ile ilgilenmek adına bu zor kararı aldığını söyledi. 55 yaşındaki çalıştırıcı, geçtiğimiz günlerde aldığı ceza sonrasında 4 ay sahalardan men edilirken Beşiktaş'ın gündeminde olduğu ancak Rumen teknik adamın şampiyonluk yarışı verdiği PAOK'tan ayrılmak istemediği belirtildi.",Spor
Galatasaraylı efsane transferi duyurdu: Taraftara İlkay Gündoğan müjdesi!,"Galatasaray'ın efsane futbolcularından Tugay Kerimoğlu, İlkay Gündoğan transferinin yüzde 90 oranında gerçekleşeceğini belirterek sarı kırmızılı taraftarları heyecanlandırdı. Eksik bölgelerini doldurmaya çalışan ve kadro derinliğini arttırmak isteyen sarı-kırmızılılarda yeniden İlkay Gündoğan'ın ismi gündeme geldi.",Spor
Liverpool'a Manchester United çelmesi,"Mücadelenin ilk yarısında gol sesi çıkmazken, Manchester, 52. dakikada Lisandro Martinez'in attığı golle 1-0 öne geçti. Premier Lig'de gelecek Liverpool, Nottingham Forest'a konuk olacak, Manchester United ise Southampton'u ağırlayacak.",Spor
Youssef En-Nesyri'den son 3 maçta 5 gol,"Son haftalarda çıkışını sürdüren 27 yaşındaki futbolcu, Başakşehir ve Eyüpspor maçları sonrası bugün de gollere imza attı. AVRUPA'DA 3 GOL   Bu sezon ligde 8. golüne ulaşan En-Nesyri'nin UEFA Avrupa Ligi'nde de 3 golü bulunuyor.",Spor
Fransa Süper Kupası'nı sahibi Paris Saint Germain,"Fransa Süper Kupası, Monaco'yu 1-0 yenen Paris Saint Germain'in oldu. Katar'daki Stadium 974'te oynanan karşılaşmanın ilk yarısı golsüz sona erdi.   Paris Saint Germain'e kupayı getiren golü 90+2.",Spor
"Mourinho'dan Süper Lig yorumu: ""Toksik bir lig""","Fenerbahçe Teknik Direktörü Jose Mourinho, Hatayspor'u 2-1 mağlup ettikleri karşılaşmanın ardından Süper Lig'in toksik bir lig olduğunu ve puan farkının sadece oynanan futboldan kaynaklanmadığını söyledi. Mücadelenin ardından sarı-lacivertlilerin teknik direktörü Jose Mourinho açıklamalarda bulundu.",Spor
Galatasaray'da Osimhen'in geleceği netleşti: Devre arasında ayrılacak mı?,"Sezon başında Napoli'den Galatasaray'a kiralık olarak katılan Victor Osimhen'in ara transfer döneminde takımdan ayrılıp ayrılmayacağı merak ediliyordu. Sky Sports'un haberine göre, Osimhen'in kış transfer sezonunda ayrılmayacağı ve sezon sonuna kadar sarı-kırmızılı formayı giyeceği vurgulandı.",Spor
"Zirve takibi sürüyor: Fenerbahçe, En-Nesyri'nin golleriyle güldü",Konuk ekip ise 33. dakikada Boutobba'nın şutunda Levent Mercan'a çarpan topun ağlarla buluşmasıyla skora denge sağladı. Bu sezon 7 golle Avrupa'nın 10 büyük ligi ve Avrupa kupalarının lig aşamalarında en fazla kafa golü atan oyuncu Youssef En-Nesyri oldu.,Spor
Fenerbahçe'ye Amrabat şoku: Cezalı duruma düştü,"Fenerbahçe'de Sofyan Amrabat, Hatayspor mücadelesinde gördüğü sarı karttan dolayı gelecek hafta oynanacak Konyaspor maçında cezalı duruma düştü. Mücadelenin 55. dakikasında sarı-lacivertlilerde forma giyen Sofyan Amrabat, Rui Pedro'ya faul yaptı.",Spor
Samsunspor-Trabzonspor maçındaki 82 taraftara adli işlem,"İl Emniyet Müdürlüğünün açıklamasına göre, Yeni 19 Mayıs Stadı'ndaki Reeder Samsunspor ile Trabzonspor müsabakası öncesi ve esnasında, stada meşale, torpil, maytap ve benzeri yasaklı madde sokmak isteyen misafir tribününden 9 kişi ile ev sahibi tribününden 12 kişiye stadyum polis merkezince işlem yapıldı. Ayrıca statta bulunan güvenlik kamera görüntüleri incelenerek gerekli tespit çalışmaları devam ediyor.",Spor
Fenerbahçe - Hatayspor (Canlı anlatım),"Zirveyle arasındaki puan farkını düşürmek isteyen Fenerbahçe, Trendyol Süper Lig'in 18. haftasında Hatayspor'u konuk ediyor. İLK 11 Fenerbahçe:  İrfan Can Eğribayat, Osayi, Çağlar, Djiku, Levent Mercan, Tadic, Amrabat, Fred, Kostic, Dzeko, En Nesyri    Hatayspor:  Erce, Kerim, Kilama, Yiğit Ali, Kamil Ahmet, Abdulkadir, Diack, Rui, Bilal, Funsho, Aboubakar",Spor
Sergen Yalçın'dan flaş Beşiktaş kararı: Serdal Adalı'ya iletti,"Beşiktaş'ta teknik direktör arayışları sürerken, Serdal Adalı ve Sergen Yalçın arasındaki toplantıdan çıkan karar belli oldu. TRT Spor'un haberine göre, siyah-beyazlıların başına geçmesi beklenen Sergen Yalçın, yoğun bakımda olan kardeşi Gürsoy Yalçın'ın tedavisiyle ilgilenmek istediğini belirterek görevi kabul edemeyeceğini iletti.",Spor
"Gaziantep FK'dan VAR odasına tepki: Boş ver hocam, ofsayt de geç""","Kırmızı-siyahlıların yayınladığı videoda ""Boş ver hocam, ofsayt de geç"" ifadeleri yer alırken, teknik direktör Selçuk İnan ise mücadelenin ardından maçın hakemi Cihan Aydın'ı eleştirdi. Gaziantep FK ise mücadelenin ardından VAR odasına tepki gösterirken, paylaştığı videoda ""Boş ver hocam, ofsayt de geç"" ifadelerinin yer aldığı görüldü.",Spor
"Mourinho Galatasaray'ı hedef aldı: ""Skandal""","Portekizli çalıştırıcı, ""Dün oynanan maçtaki skandalı izlemektense Hatayspor'un maçını izlemeyi tercih ederim çünkü ben bunları izleyerek vaktimi harcamak istemiyorum."" ""SKANDAL"" Ayrıca, dün oynanan maçtaki skandalı izlemektense Hatayspor'un maçını izlemeyi tercih ederim çünkü ben bunları izleyerek vaktimi harcamak istemiyorum.""",Spor
Bodrum FK ile Kayserispor yenişemedi,Süper Lig'in 18. haftasında Bodrum FK ile Kayserispor 1-1 beraberlikle sahadan ayrılarak puanları paylaştı. Ev sahibinde 76. dakikada sahneye çıkan Cenk Şen ise skora denge sağlarken maçın sonucunu da belirlemiş oldu.,Spor
"Fenerbahçe, Hatayspor'u konuk ediyor: İlk 11'ler belli oldu","İşte kritik mücadeleye dair ayrıntılar ve ilk 11'ler... Fenerbahçe zirvedeki puan farkını yeniden 8'e indirmek için sahaya çıkıyor. Fenerbahçe: İrfan Can Eğribayat, Osayi, Çağlar, Djiku, Levent Mercan, Tadic, Amrabat, Fred, Kostic, Dzeko, En Nesyri Hatayspor:  Erce, Kerim, Kilama, Yiğit Ali, Kamil Ahmet, Abdulkadir, Diack, Rui, Bilal, Funsho, Aboubakar Küme düşme hattındaki konuk Hatayspor ise zorlu bir süreçten geçiyor.Rıza Çalımbay ile yollarını ayırdıktan sonra teknik direktör arayışını sürdüren Akdeniz ekibi,, karşılaşmaya sportif direktör Yılmaz Bal yönetiminde çıkacak.",Spor
"Cumhurbaşkanı Erdoğan'dan Trabzonspor'a müjde: ""10 yıllığına tahsis edilecek""","Olağan Kongresi'nde Trabzonspor'un altyapısını güçlendirmek için şehirde tam eğitim merkezi projesini hayata geçireceklerini duyurdu. Öte yandan Erdoğan, Şenol Güneş Spor Kompleksi'nde bulunan tesislerin de 10 yıllığına bordo-mavililere tahsis edileceğini belirtti.",Spor
Ancelotti'den Arda Güler'i heyecanlandıracak karar: 5 isim daha saydı,"Real Madrid Teknik Direktörü Carlo Ancelotti, penaltı atışlarındaki kötü istatistikleri düzeltmek için çalıştıklarını belirtirken, Arda Güler'in de takımın penaltıcısı olabileceğini söyledi. Son dört penaltının üçünü kaçırdıklarını vurgulayan İtalyan çalıştırıcı, takımın penaltı atışlarındaki performansını geliştirmek için çalıştıklarını söyledi.",Spor
Kasımpaşa ve Gaziantep puanları paylaştı,"Kasımpaşa ve Gaziantep FK, Süper Lig'in 18. haftasında 2-2 berabere kalarak puanları paylaştı. Ev sahibi 7 ve 41. daikalarda Nuno Da Costa'nın golleriyle iki kez öne geçse de, Gaziantep FK ise bu gollere 9. dakikada David Okereke ve 83. dakikada Halil Dervişoğlu ile yanıt verdi.",Spor
Beşiktaş'ta Sivasspor maçı hazırlıkları devam etti,"Beşiktaş, Ziraat Türkiye Kupası’nda Sivasspor’la deplasmanda oynayacağı maçın hazırlıklarına yaptığı antrenmanla devam etti. BJK Nevzat Demir Tesisleri’nde Teknik Sorumlu Serdar Topraktepe yönetiminde yapılan antrenman, kondisyon ve taktik çalışmasıydı.",Spor
